frame id, time, X, Y, Z
67042, 4.986115, 1, 0.08951209, 1.108038, -9.075655
67042, 4.992522, 0, -0.1385808, 1.110944, -9.062434
67042, 4.992522, 1, 0.08964804, 1.107908, -9.075785
67043, 4.997175, 0, -0.1389173, 1.111159, -9.062332
67043, 4.997175, 1, 0.08974837, 1.107613, -9.075969
67043, 5.001803, 0, -0.1391876, 1.111356, -9.062346
67043, 5.001803, 1, 0.08985107, 1.107424, -9.076107
67043, 5.007394, 0, -0.1394972, 1.111582, -9.062363
67043, 5.007394, 1, 0.08996865, 1.107208, -9.076265
67044, 5.012606, 0, -0.1398131, 1.111501, -9.062258
67044, 5.012606, 1, 0.08996494, 1.106915, -9.07644
67044, 5.018604, 0, -0.1401509, 1.111558, -9.062202
67044, 5.018604, 1, 0.09001815, 1.106636, -9.076621
67044, 5.02521, 0, -0.1405452, 1.111624, -9.062138
67044, 5.02521, 1, 0.09008026, 1.106309, -9.076832
67045, 5.03022, 0, -0.1401793, 1.111219, -9.061775
67045, 5.03022, 1, 0.09008561, 1.106158, -9.076934
67045, 5.034496, 0, -0.1401893, 1.111093, -9.061616
67045, 5.034496, 1, 0.09011067, 1.105981, -9.07705
67045, 5.039757, 0, -0.1402012, 1.110941, -9.061424
67045, 5.039757, 1, 0.09014082, 1.105767, -9.07719
67046, 5.045355, 0, -0.1395746, 1.110543, -9.060981
67046, 5.045355, 1, 0.09007643, 1.105647, -9.077259
67046, 5.050792, 0, -0.1392787, 1.110277, -9.060673
67046, 5.050792, 1, 0.09006032, 1.105484, -9.077362
67046, 5.056998, 0, -0.1389341, 1.109966, -9.060314
67046, 5.056998, 1, 0.09004156, 1.105294, -9.077481
67047, 5.062171, 0, -0.138295, 1.10936, -9.060022
67047, 5.062171, 1, 0.08997516, 1.105211, -9.077487
67047, 5.06726, 0, -0.137893, 1.108985, -9.059765
67047, 5.06726, 1, 0.08993958, 1.105106, -9.077533
67047, 5.073361, 0, -0.1373704, 1.108497, -9.059431
67047, 5.073361, 1, 0.08989334, 1.10497, -9.077592
67048, 5.078238, 0, -0.1372656, 1.108027, -9.059584
67048, 5.078238, 1, 0.08978842, 1.104901, -9.077642
67048, 5.083484, 0, -0.1369346, 1.107532, -9.059483
67048, 5.083484, 1, 0.08971119, 1.104794, -9.077699
67048, 5.090101, 0, -0.136712, 1.107105, -9.059505
67048, 5.090101, 1, 0.08963545, 1.104727, -9.077823
67049, 5.09439, 0, -0.1365452, 1.106794, -9.059513
67049, 5.09439, 1, 0.08958067, 1.104676, -9.077909
67049, 5.099131, 0, -0.1363711, 1.106468, -9.059522
67049, 5.099131, 1, 0.08952346, 1.104623, -9.077998
67050, 5.104313, 0, -0.1362783, 1.105992, -9.059916
67050, 5.104313, 1, 0.08943444, 1.10469, -9.07827
67050, 5.109425, 0, -0.1361717, 1.105599, -9.060169
67050, 5.109425, 1, 0.08936214, 1.104719, -9.078468
67050, 5.114381, 0, -0.1360625, 1.105198, -9.060429
67050, 5.114381, 1, 0.08928804, 1.104748, -9.078671
67051, 5.119722, 0, -0.1357809, 1.104762, -9.060586
67051, 5.119722, 1, 0.08911069, 1.104835, -9.078893
67051, 5.125442, 0, -0.1355364, 1.104295, -9.060799
67051, 5.125442, 1, 0.08895472, 1.104909, -9.079131
67051, 5.13103, 0, -0.1353139, 1.10387, -9.060992
67051, 5.13103, 1, 0.08881278, 1.104976, -9.079348
67052, 5.136045, 0, -0.1351145, 1.103582, -9.061057
67052, 5.136045, 1, 0.08870272, 1.104927, -9.079412
67052, 5.14299, 0, -0.1348339, 1.103122, -9.061213
67052, 5.14299, 1, 0.08853771, 1.104923, -9.07958
67052, 5.149257, 0, -0.1345993, 1.102737, -9.061343
67052, 5.149257, 1, 0.08839969, 1.10492, -9.07972
67053, 5.155268, 0, -0.1345407, 1.102283, -9.061581
67053, 5.155268, 1, 0.0880525, 1.105179, -9.079835
67053, 5.160025, 0, -0.1344177, 1.101945, -9.061728
67053, 5.160025, 1, 0.08786134, 1.105276, -9.07994
67053, 5.165372, 0, -0.1343871, 1.101789, -9.061817
67053, 5.165372, 1, 0.08756495, 1.105398, -9.079967
67054, 5.169674, 0, -0.1343307, 1.101586, -9.061919
67054, 5.169674, 1, 0.08731487, 1.105507, -9.080014
67054, 5.176211, 0, -0.1342569, 1.101321, -9.062053
67054, 5.176211, 1, 0.08698773, 1.105648, -9.080078
67055, 5.181303, 0, -0.1341899, 1.101035, -9.062081
67055, 5.181303, 1, 0.08664875, 1.105723, -9.08011
67055, 5.18644, 0, -0.1341308, 1.100794, -9.062129
67055, 5.18644, 1, 0.0863599, 1.105802, -9.080144
67055, 5.192046, 0, -0.1340626, 1.100515, -9.062183
67055, 5.192046, 1, 0.08602642, 1.105893, -9.080184
67056, 5.196771, 0, -0.1338921, 1.100471, -9.062286
67056, 5.196771, 1, 0.0858919, 1.106003, -9.080153
67056, 5.201698, 0, -0.133764, 1.100328, -9.062369
67056, 5.201698, 1, 0.08567388, 1.106105, -9.080151
67056, 5.207244, 0, -0.1336313, 1.10018, -9.062455
67056, 5.207244, 1, 0.08544807, 1.106211, -9.080149
67057, 5.211945, 0, -0.1335268, 1.100005, -9.062548
67057, 5.211945, 1, 0.08536828, 1.106313, -9.080154
67057, 5.216885, 0, -0.1334155, 1.099845, -9.062634
67057, 5.216885, 1, 0.08523795, 1.106412, -9.080156
67057, 5.222986, 0, -0.133269, 1.099635, -9.062749
67057, 5.222986, 1, 0.08506653, 1.106544, -9.08016
67058, 5.227933, 0, -0.1330739, 1.099785, -9.062943
67058, 5.227933, 1, 0.08490025, 1.106534, -9.080168
67058, 5.233493, 0, -0.1328897, 1.099792, -9.063114
67058, 5.233493, 1, 0.08472377, 1.106584, -9.080174
67058, 5.239915, 0, -0.1326648, 1.0998, -9.063322
67058, 5.239915, 1, 0.08450834, 1.106644, -9.080182
67059, 5.245638, 0, -0.1326762, 1.100015, -9.06346
67059, 5.245638, 1, 0.08451517, 1.106582, -9.080198
67059, 5.250937, 0, -0.132587, 1.100104, -9.063601
67059, 5.250937, 1, 0.08442813, 1.106583, -9.080208
67059, 5.256762, 0, -0.1324833, 1.100207, -9.063766
67059, 5.256762, 1, 0.08432691, 1.106583, -9.080218
67060, 5.262858, 0, -0.132582, 1.100242, -9.063915
67060, 5.262858, 1, 0.08434515, 1.10652, -9.080303
67060, 5.268385, 0, -0.1325652, 1.100307, -9.06405
67060, 5.268385, 1, 0.08430116, 1.106498, -9.080338
67060, 5.274257, 0, -0.1325456, 1.100381, -9.064208
67060, 5.274257, 1, 0.08424966, 1.106472, -9.080379
67061, 5.279039, 0, -0.1317591, 1.100852, -9.064029
67061, 5.279039, 1, 0.08413506, 1.10685, -9.080227
67061, 5.283582, 0, -0.1315039, 1.10104, -9.064058
67061, 5.283582, 1, 0.08407141, 1.106953, -9.080202
67061, 5.289605, 0, -0.1311963, 1.101265, -9.064095
67061, 5.289605, 1, 0.0839947, 1.107077, -9.080172
67062, 5.294758, 0, -0.1310787, 1.10145, -9.064093
67062, 5.294758, 1, 0.08397335, 1.107071, -9.080188
67062, 5.299743, 0, -0.1308809, 1.101636, -9.06411
67062, 5.299743, 1, 0.08392726, 1.10713, -9.08018
67062, 5.305281, 0, -0.1306406, 1.101861, -9.06413
67062, 5.305281, 1, 0.08387129, 1.1072, -9.080171
67063, 5.311769, 0, -0.130692, 1.102122, -9.064489
67063, 5.311769, 1, 0.08393991, 1.107208, -9.080171
67063, 5.316122, 0, -0.1306193, 1.102297, -9.064621
67063, 5.316122, 1, 0.08394249, 1.107238, -9.080167
67063, 5.321539, 0, -0.1305186, 1.102538, -9.064803
67063, 5.321539, 1, 0.08394605, 1.107278, -9.080162
67064, 5.327906, 0, -0.1308463, 1.103106, -9.065038
67064, 5.327906, 1, 0.08399114, 1.107369, -9.080118
67064, 5.333151, 0, -0.1309236, 1.103447, -9.06522
67064, 5.333151, 1, 0.08401045, 1.107424, -9.080099
67064, 5.33897, 0, -0.1310096, 1.103827, -9.065423
67064, 5.33897, 1, 0.08403194, 1.107486, -9.080077
67065, 5.343651, 0, -0.1309766, 1.104472, -9.065432
67065, 5.343651, 1, 0.08412972, 1.107792, -9.080045
67065, 5.348322, 0, -0.1309978, 1.104873, -9.065516
67065, 5.348322, 1, 0.08417629, 1.107936, -9.080023
67065, 5.353334, 0, -0.1310234, 1.105358, -9.065617
67065, 5.353334, 1, 0.0842326, 1.10811, -9.079997
67066, 5.359692, 0, -0.1311442, 1.105964, -9.06582
67066, 5.359692, 1, 0.08439262, 1.10837, -9.080005
67066, 5.364736, 0, -0.131208, 1.106436, -9.065952
67066, 5.364736, 1, 0.08448668, 1.108558, -9.079996
67066, 5.369448, 0, -0.1312683, 1.106882, -9.066078
67066, 5.369448, 1, 0.08457562, 1.108735, -9.079988
67067, 5.374835, 0, -0.1307084, 1.10716, -9.065886
67067, 5.374835, 1, 0.0846751, 1.108942, -9.079989
67067, 5.38003, 0, -0.1304452, 1.107569, -9.065856
67067, 5.38003, 1, 0.08478017, 1.109156, -9.079985
67067, 5.38603, 0, -0.1301765, 1.107987, -9.065826
67067, 5.38603, 1, 0.08488744, 1.109374, -9.079981
67068, 5.392185, 0, -0.1302287, 1.108123, -9.065798
67068, 5.392185, 1, 0.08503525, 1.109757, -9.079985
67068, 5.396938, 0, -0.1301496, 1.108339, -9.065774
67068, 5.396938, 1, 0.08513921, 1.110004, -9.079985
67068, 5.402183, 0, -0.1300579, 1.10859, -9.065746
67068, 5.402183, 1, 0.0852598, 1.110291, -9.079985
67069, 5.408972, 0, -0.1301826, 1.109348, -9.06529
67069, 5.408972, 1, 0.08539838, 1.110761, -9.079982
67069, 5.413739, 0, -0.1301994, 1.109757, -9.065091
67069, 5.413739, 1, 0.08550134, 1.111063, -9.079981
67069, 5.419083, 0, -0.1302184, 1.110217, -9.064867
67069, 5.419083, 1, 0.08561723, 1.111404, -9.079979
67070, 5.425143, 0, -0.1300982, 1.110372, -9.064467
67070, 5.425143, 1, 0.08576834, 1.112032, -9.079963
67070, 5.430912, 0, -0.130039, 1.110642, -9.064156
67070, 5.430912, 1, 0.08589874, 1.112518, -9.079952
67070, 5.436247, 0, -0.1301426, 1.110889, -9.063969
67070, 5.436247, 1, 0.08601563, 1.112953, -9.079961
67071, 5.442443, 0, -0.130242, 1.111161, -9.063754
67071, 5.442443, 1, 0.08614458, 1.113432, -9.079969
67071, 5.447369, 0, -0.1303218, 1.111379, -9.063581
67071, 5.447369, 1, 0.0862482, 1.113818, -9.079975
67072, 5.453096, 0, -0.1306904, 1.11142, -9.063601
67072, 5.453096, 1, 0.08635707, 1.114128, -9.080051
67072, 5.458724, 0, -0.1309541, 1.111548, -9.063532
67072, 5.458724, 1, 0.08647311, 1.114501, -9.080101
67072, 5.463963, 0, -0.1312005, 1.111669, -9.063466
67072, 5.463963, 1, 0.08658154, 1.114851, -9.080148
67073, 5.469444, 0, -0.1315118, 1.111853, -9.063707
67073, 5.469444, 1, 0.08667195, 1.114988, -9.080278
67073, 5.475504, 0, -0.1318275, 1.112025, -9.063798
67073, 5.475504, 1, 0.08678572, 1.115271, -9.080377
67073, 5.48034, 0, -0.13211, 1.112179, -9.06388
67073, 5.48034, 1, 0.08688748, 1.115524, -9.080464
67073, 5.486377, 0, -0.1324083, 1.112342, -9.063967
67073, 5.486377, 1, 0.08699495, 1.115791, -9.080557
67074, 5.4924, 0, -0.1326939, 1.112741, -9.064215
67074, 5.4924, 1, 0.08698784, 1.116162, -9.080688
67074, 5.497813, 0, -0.1329657, 1.112964, -9.064345
67074, 5.497813, 1, 0.08705147, 1.116441, -9.080786
67074, 5.50291, 0, -0.1332458, 1.113195, -9.06448
67074, 5.50291, 1, 0.08711706, 1.116728, -9.080886
67075, 5.508955, 0, -0.1337676, 1.113712, -9.064916
67075, 5.508955, 1, 0.08730248, 1.117088, -9.081037
67075, 5.513309, 0, -0.134064, 1.11398, -9.065109
67075, 5.513309, 1, 0.08738935, 1.117344, -9.081133
67075, 5.519516, 0, -0.1344576, 1.114336, -9.065366
67075, 5.519516, 1, 0.08750468, 1.117684, -9.081261
67076, 5.525537, 0, -0.1353017, 1.11515, -9.065672
67076, 5.525537, 1, 0.0877531, 1.118128, -9.081372
67076, 5.530671, 0, -0.1357496, 1.115571, -9.065887
67076, 5.530671, 1, 0.08788472, 1.118425, -9.081467
67076, 5.535959, 0, -0.1362166, 1.11601, -9.066113
67076, 5.535959, 1, 0.0880219, 1.118734, -9.081565
67077, 5.541293, 0, -0.136462, 1.116802, -9.066047
67077, 5.541293, 1, 0.0882276, 1.118994, -9.081618
67077, 5.546655, 0, -0.1368292, 1.11734, -9.06616
67077, 5.546655, 1, 0.08838147, 1.11927, -9.081696
67077, 5.551972, 0, -0.1372156, 1.117907, -9.06628
67077, 5.551972, 1, 0.0885434, 1.119561, -9.081778
67078, 5.55698, 0, -0.1373598, 1.117665, -9.06606
67078, 5.55698, 1, 0.08873194, 1.119524, -9.081735
67078, 5.562253, 0, -0.1376613, 1.117934, -9.066051
67078, 5.562253, 1, 0.08890732, 1.119696, -9.08177
67078, 5.5672, 0, -0.1379326, 1.118176, -9.066045
67078, 5.5672, 1, 0.08906512, 1.11985, -9.081802
67079, 5.572864, 0, -0.1381693, 1.118107, -9.06593
67079, 5.572864, 1, 0.08951679, 1.119617, -9.081781
67079, 5.577317, 0, -0.1383938, 1.118179, -9.065876
67079, 5.577317, 1, 0.08979127, 1.119576, -9.081786
67079, 5.582411, 0, -0.1386436, 1.11826, -9.065814
67079, 5.582411, 1, 0.0900967, 1.11953, -9.081791
67080, 5.587579, 0, -0.1384457, 1.117886, -9.065828
67080, 5.587579, 1, 0.09005363, 1.119236, -9.081817
67080, 5.593015, 0, -0.138466, 1.117712, -9.065804
67080, 5.593015, 1, 0.09019382, 1.11904, -9.081834
67080, 5.599237, 0, -0.1384874, 1.117529, -9.065778
67080, 5.599237, 1, 0.09034166, 1.118834, -9.081853
67081, 5.604974, 0, -0.1380746, 1.11641, -9.065762
67081, 5.604974, 1, 0.09038302, 1.11802, -9.081929
67081, 5.611139, 0, -0.1379237, 1.115891, -9.065743
67081, 5.611139, 1, 0.09046666, 1.117609, -9.081968
67081, 5.617208, 0, -0.137748, 1.115286, -9.065722
67081, 5.617208, 1, 0.09056404, 1.11713, -9.082013
67082, 5.624012, 0, -0.1375343, 1.114255, -9.065906
67082, 5.624012, 1, 0.09037551, 1.116866, -9.081822
67082, 5.630002, 0, -0.1373625, 1.113561, -9.065957
67082, 5.630002, 1, 0.09036346, 1.116509, -9.08178
67082, 5.636995, 0, -0.1371618, 1.112749, -9.066018
67082, 5.636995, 1, 0.09034938, 1.116092, -9.081731
67083, 5.643771, 0, -0.1369228, 1.112243, -9.065351
67083, 5.643771, 1, 0.09020498, 1.115939, -9.081285
67083, 5.649508, 0, -0.1367359, 1.111635, -9.065171
67083, 5.649508, 1, 0.09015116, 1.11566, -9.081117
67083, 5.656252, 0, -0.1365314, 1.110969, -9.064974
67083, 5.656252, 1, 0.09009221, 1.115355, -9.080932
67084, 5.661868, 0, -0.1366214, 1.11083, -9.064837
67084, 5.661868, 1, 0.09018679, 1.115448, -9.080701
67084, 5.667886, 0, -0.1365254, 1.110376, -9.064673
67084, 5.667886, 1, 0.0901815, 1.115292, -9.080513
67085, 5.67403, 0, -0.1359855, 1.110124, -9.064755
67085, 5.67403, 1, 0.09036937, 1.115081, -9.080283
67085, 5.678074, 0, -0.1357639, 1.109881, -9.064729
67085, 5.678074, 1, 0.09043333, 1.114954, -9.080138
67085, 5.68279, 0, -0.1354952, 1.109586, -9.064695
67085, 5.68279, 1, 0.09051089, 1.114799, -9.079964
67085, 5.688101, 0, -0.1352271, 1.109293, -9.064663
67085, 5.688101, 1, 0.09058827, 1.114646, -9.079788
67086, 5.693779, 0, -0.1349761, 1.109011, -9.064646
67086, 5.693779, 1, 0.09068188, 1.114689, -9.079666
67086, 5.698173, 0, -0.1347618, 1.108774, -9.064625
67086, 5.698173, 1, 0.09075136, 1.114633, -9.079541
67086, 5.703467, 0, -0.134483, 1.108466, -9.064597
67086, 5.703467, 1, 0.09084171, 1.11456, -9.079378
67087, 5.709306, 0, -0.1343455, 1.108204, -9.064722
67087, 5.709306, 1, 0.09081136, 1.114543, -9.079249
67087, 5.714343, 0, -0.1341346, 1.107926, -9.064757
67087, 5.714343, 1, 0.0908491, 1.114496, -9.079106
67087, 5.719123, 0, -0.1339553, 1.10769, -9.064788
67087, 5.719123, 1, 0.09088117, 1.114455, -9.078985
67088, 5.724306, 0, -0.1338945, 1.107175, -9.064968
67088, 5.724306, 1, 0.09084107, 1.114338, -9.078975
67088, 5.729167, 0, -0.1337642, 1.106839, -9.065055
67088, 5.729167, 1, 0.09084505, 1.11427, -9.078897
67088, 5.735204, 0, -0.1335974, 1.106408, -9.065166
67088, 5.735204, 1, 0.09085014, 1.114182, -9.078799
67089, 5.740744, 0, -0.1336991, 1.10626, -9.065481
67089, 5.740744, 1, 0.09090868, 1.113982, -9.078859
67089, 5.746659, 0, -0.1336524, 1.105969, -9.065672
67089, 5.746659, 1, 0.09093583, 1.113852, -9.078832
67089, 5.751317, 0, -0.1333407, 1.105857, -9.065855
67089, 5.751317, 1, 0.09084582, 1.113719, -9.078893
67090, 5.75637, 0, -0.1331304, 1.105671, -9.066044
67090, 5.75637, 1, 0.09080149, 1.113584, -9.078919
67090, 5.761177, 0, -0.1329272, 1.105492, -9.066226
67090, 5.761177, 1, 0.09075861, 1.113454, -9.078945
67090, 5.766314, 0, -0.1326747, 1.105425, -9.066296
67090, 5.766314, 1, 0.09075263, 1.113336, -9.078987
67091, 5.771248, 0, -0.1324278, 1.105333, -9.066391
67091, 5.771248, 1, 0.09073859, 1.113212, -9.079025
67091, 5.776648, 0, -0.1321636, 1.105235, -9.066492
67091, 5.776648, 1, 0.0907236, 1.11308, -9.079067
67092, 5.781693, 0, -0.1317394, 1.105305, -9.066366
67092, 5.781693, 1, 0.09062791, 1.113061, -9.079092
67092, 5.786678, 0, -0.1314119, 1.105318, -9.06632
67092, 5.786678, 1, 0.0905669, 1.113012, -9.079119
67092, 5.792281, 0, -0.131022, 1.105334, -9.066266
67092, 5.792281, 1, 0.09049429, 1.112954, -9.07915
67093, 5.796985, 0, -0.1308057, 1.105441, -9.066251
67093, 5.796985, 1, 0.09041801, 1.112967, -9.079155
67093, 5.801188, 0, -0.130564, 1.105506, -9.066225
67093, 5.801188, 1, 0.09035259, 1.112957, -9.079167
67093, 5.80803, 0, -0.1302038, 1.105603, -9.066187
67093, 5.80803, 1, 0.09025513, 1.112941, -9.079186
67093, 5.814056, 0, -0.1298636, 1.105694, -9.066152
67093, 5.814056, 1, 0.09016304, 1.112926, -9.079204
67093, 5.821027, 0, -0.1294794, 1.105798, -9.066111
67093, 5.821027, 1, 0.09005907, 1.11291, -9.079224
67093, 5.829011, 0, -0.1290623, 1.10591, -9.066067
67093, 5.829011, 1, 0.0899462, 1.112892, -9.079246
67094, 5.836087, 0, -0.1297391, 1.106105, -9.066291
67094, 5.836087, 1, 0.08998115, 1.113325, -9.0791
67095, 5.84353, 0, -0.1299082, 1.106022, -9.066785
67095, 5.84353, 1, 0.09004189, 1.113718, -9.078852
67095, 5.850405, 0, -0.1298593, 1.10608, -9.066924
67095, 5.850405, 1, 0.09001142, 1.113872, -9.078777
67095, 5.85652, 0, -0.1298136, 1.106133, -9.067053
67095, 5.85652, 1, 0.08998299, 1.114016, -9.078709
67096, 5.861811, 0, -0.1290846, 1.105308, -9.067638
67096, 5.861811, 1, 0.09063825, 1.113617, -9.07853
67096, 5.866711, 0, -0.1289226, 1.10519, -9.067826
67096, 5.866711, 1, 0.09074019, 1.113634, -9.078454
67096, 5.872637, 0, -0.1287118, 1.105038, -9.068071
67096, 5.872637, 1, 0.09087287, 1.113657, -9.078355
67097, 5.877702, 0, -0.1283969, 1.104674, -9.067961
67097, 5.877702, 1, 0.09130652, 1.113156, -9.078301
67097, 5.882721, 0, -0.128153, 1.10444, -9.068039
67097, 5.882721, 1, 0.09156117, 1.112953, -9.078228
67097, 5.887909, 0, -0.1280907, 1.104272, -9.068062
67097, 5.887909, 1, 0.09172426, 1.112751, -9.078211
67098, 5.893399, 0, -0.1279985, 1.104082, -9.068095
67098, 5.893399, 1, 0.09191287, 1.112533, -9.078185
67098, 5.89849, 0, -0.127911, 1.103901, -9.068126
67098, 5.89849, 1, 0.09209171, 1.112327, -9.07816
67099, 5.903986, 0, -0.127763, 1.103669, -9.068208
67099, 5.903986, 1, 0.09233297, 1.11188, -9.078107
67099, 5.916012, 0, -0.1275073, 1.10324, -9.068338
67099, 5.916012, 1, 0.09277289, 1.111144, -9.078019
67100, 5.927659, 0, -0.1273807, 1.103433, -9.069012
67100, 5.927659, 1, 0.09274043, 1.110521, -9.077681
67100, 5.932773, 0, -0.1273754, 1.103543, -9.069213
67100, 5.932773, 1, 0.09265399, 1.11009, -9.077533
67101, 5.93708, 0, -0.1273588, 1.103627, -9.069405
67101, 5.93708, 1, 0.09259637, 1.109708, -9.077399
67101, 5.943378, 0, -0.1273363, 1.103741, -9.069663
67101, 5.943378, 1, 0.09251854, 1.109192, -9.077218
67102, 5.948154, 0, -0.1273835, 1.103983, -9.069837
67102, 5.948154, 1, 0.0924869, 1.108974, -9.077183
67102, 5.952591, 0, -0.1274106, 1.104168, -9.070004
67102, 5.952591, 1, 0.09245011, 1.108724, -9.077124
67102, 5.957844, 0, -0.1274454, 1.104404, -9.070219
67102, 5.957844, 1, 0.09240299, 1.108404, -9.077047
67103, 5.962961, 0, -0.1274611, 1.105082, -9.070397
67103, 5.962961, 1, 0.0922958, 1.10816, -9.076991
67103, 5.967422, 0, -0.1274798, 1.105471, -9.07055
67103, 5.967422, 1, 0.09223098, 1.107943, -9.076941
67103, 5.972842, 0, -0.1275043, 1.105984, -9.070751
67103, 5.972842, 1, 0.0921457, 1.107658, -9.076873
67103, 5.978045, 0, -0.1275272, 1.106462, -9.070938
67103, 5.978045, 1, 0.09206627, 1.107392, -9.076811
67104, 5.982828, 0, -0.1274559, 1.107289, -9.070739
67104, 5.982828, 1, 0.09207748, 1.107197, -9.0769
67104, 5.9881, 0, -0.1274423, 1.107922, -9.07078
67104, 5.9881, 1, 0.09203111, 1.106949, -9.076895
67104, 5.99306, 0, -0.1274243, 1.108196, -9.070627
67104, 5.99306, 1, 0.0920123, 1.106791, -9.076934
67105, 5.9979, 0, -0.1274088, 1.108565, -9.070546
67105, 5.9979, 1, 0.09198602, 1.106616, -9.076957
67105, 6.002409, 0, -0.1273936, 1.10893, -9.070465
67105, 6.002409, 1, 0.09196009, 1.106442, -9.07698
67105, 6.00838, 0, -0.1275001, 1.109349, -9.070454
67105, 6.00838, 1, 0.09182093, 1.106251, -9.077089
67106, 6.012983, 0, -0.1275678, 1.10971, -9.070428
67106, 6.012983, 1, 0.09172222, 1.106084, -9.077168
67106, 6.018468, 0, -0.1276407, 1.110098, -9.0704
67106, 6.018468, 1, 0.09161592, 1.105905, -9.077251
67107, 6.024884, 0, -0.1276861, 1.110657, -9.070127
67107, 6.024884, 1, 0.09123197, 1.105642, -9.07733
67107, 6.02997, 0, -0.1277306, 1.111067, -9.069969
67107, 6.02997, 1, 0.09099372, 1.10545, -9.077395
67107, 6.035509, 0, -0.1278148, 1.111633, -9.069674
67107, 6.035509, 1, 0.09081833, 1.105312, -9.07751
67108, 6.040996, 0, -0.1279014, 1.112204, -9.069369
67108, 6.040996, 1, 0.09065202, 1.105183, -9.077627
67108, 6.045887, 0, -0.1279765, 1.1127, -9.069106
67108, 6.045887, 1, 0.09050766, 1.10507, -9.077729
67108, 6.051158, 0, -0.1280539, 1.112954, -9.06893
67108, 6.051158, 1, 0.09013562, 1.10491, -9.07781
67109, 6.057388, 0, -0.1281486, 1.113327, -9.068691
67109, 6.057388, 1, 0.08973581, 1.104726, -9.077915
67109, 6.062037, 0, -0.1282208, 1.113612, -9.068509
67109, 6.062037, 1, 0.08943076, 1.104585, -9.077995
67110, 6.067253, 0, -0.1282649, 1.113768, -9.068414
67110, 6.067253, 1, 0.08924718, 1.104383, -9.078028
67110, 6.073074, 0, -0.1283318, 1.11402, -9.068256
67110, 6.073074, 1, 0.08896646, 1.104174, -9.078092
67110, 6.077628, 0, -0.1283854, 1.114222, -9.06813
67110, 6.077628, 1, 0.0887416, 1.104007, -9.078142
67111, 6.083435, 0, -0.1286295, 1.114336, -9.068277
67111, 6.083435, 1, 0.08858575, 1.103831, -9.078185
67111, 6.088393, 0, -0.1287668, 1.114481, -9.068287
67111, 6.088393, 1, 0.088411, 1.103673, -9.078228
67111, 6.093583, 0, -0.1289131, 1.114635, -9.068298
67111, 6.093583, 1, 0.08822478, 1.103504, -9.078274
67112, 6.09848, 0, -0.1291359, 1.114821, -9.068295
67112, 6.09848, 1, 0.08807884, 1.103335, -9.078275
67112, 6.1031, 0, -0.1293184, 1.114986, -9.068297
67112, 6.1031, 1, 0.08792195, 1.103172, -9.078294
67112, 6.108419, 0, -0.1295148, 1.115164, -9.0683
67112, 6.108419, 1, 0.08775318, 1.102998, -9.078315
67112, 6.11334, 0, -0.1297055, 1.115337, -9.068303
67112, 6.11334, 1, 0.0875892, 1.102828, -9.078335
67113, 6.118936, 0, -0.1299555, 1.115423, -9.068365
67113, 6.118936, 1, 0.08770643, 1.102742, -9.078382
67113, 6.123879, 0, -0.130178, 1.115565, -9.068393
67113, 6.123879, 1, 0.08765665, 1.102602, -9.078415
67114, 6.129887, 0, -0.1305114, 1.115861, -9.068695
67114, 6.129887, 1, 0.08773401, 1.102732, -9.078426
67114, 6.134481, 0, -0.1307581, 1.116062, -9.068862
67114, 6.134481, 1, 0.08775876, 1.102756, -9.078443
67114, 6.140467, 0, -0.131094, 1.116336, -9.069091
67114, 6.140467, 1, 0.08779249, 1.102788, -9.078465
67115, 6.145843, 0, -0.1315304, 1.116582, -9.069324
67115, 6.145843, 1, 0.08783579, 1.103072, -9.078377
67115, 6.150762, 0, -0.1318926, 1.116815, -9.069534
67115, 6.150762, 1, 0.08787185, 1.103243, -9.078336
67115, 6.156592, 0, -0.1323227, 1.117093, -9.069784
67115, 6.156592, 1, 0.08791469, 1.103446, -9.078286
67116, 6.161881, 0, -0.1327495, 1.117855, -9.069893
67116, 6.161881, 1, 0.0881605, 1.103743, -9.078346
67116, 6.167488, 0, -0.1331578, 1.118393, -9.070051
67116, 6.167488, 1, 0.08831562, 1.103989, -9.078361
67116, 6.173119, 0, -0.1336096, 1.118988, -9.070228
67116, 6.173119, 1, 0.08848727, 1.104262, -9.078376
67117, 6.178649, 0, -0.1338431, 1.11937, -9.070148
67117, 6.178649, 1, 0.0885731, 1.104433, -9.078414
67117, 6.18351, 0, -0.1341552, 1.119814, -9.070197
67117, 6.18351, 1, 0.08869044, 1.104634, -9.078438
67117, 6.188734, 0, -0.1341769, 1.120296, -9.070129
67117, 6.188734, 1, 0.08891495, 1.105217, -9.078284
67118, 6.194159, 0, -0.1343122, 1.120797, -9.070103
67118, 6.194159, 1, 0.08911401, 1.105695, -9.078189
67118, 6.198566, 0, -0.1344263, 1.12122, -9.070079
67118, 6.198566, 1, 0.08928178, 1.106097, -9.078108
67118, 6.203672, 0, -0.134606, 1.12174, -9.070209
67118, 6.203672, 1, 0.08952244, 1.106705, -9.077983
67119, 6.209373, 0, -0.1347794, 1.122266, -9.070306
67119, 6.209373, 1, 0.08975843, 1.107296, -9.077861
67119, 6.213824, 0, -0.1349254, 1.122708, -9.070388
67119, 6.213824, 1, 0.08995703, 1.107793, -9.07776
67120, 6.218685, 0, -0.1349826, 1.122937, -9.070453
67120, 6.218685, 1, 0.09002453, 1.108162, -9.077782
67120, 6.224509, 0, -0.1351028, 1.123346, -9.070547
